nct_id,total_cells,empty_cells,completeness_percentage
NCT02257736,14543,3625,75.07391872378464
NCT02489318,21307,5236,75.42591636551369
NCT02888080,3356,806,75.98331346841478
NCT02900378,25392,7705,69.65579710144928
NCT03060629,6595,1757,73.35860500379076
NCT03334695,7099,2400,66.19242146781237
NCT03339713,3517,976,72.24907591697469
NCT03399370,11161,2736,75.48606755667055
NCT03400800,11941,2628,77.9917929821623
NCT03502707,77197,16874,78.14163762840525
NCT03713619,13905,2981,78.56166846458109
NCT03713632,14158,3077,78.26670433677073
NCT03982199,80191,16338,79.62614258457931
NCT04019041,8861,2591,70.75950795621262
NCT04021862,8456,2521,70.18684957426679
NCT04072887,23167,5202,77.54564682522553
NCT04436276,61439,13836,77.48010221520532
NCT04453202,19241,4797,75.06886336468999
NCT04505722,104793,23420,77.65117899096313
NCT04614948,68158,13231,80.58775198802782
NCT05071313,5521,1479,73.21137475095091
NCT05083585,2194,716,67.36554238833182
NCT05101486,3758,1119,70.22352315061202
NCT00386763,376,114,69.68085106382979
NCT00523926,190,73,61.578947368421055
NCT00574132,2538,316,87.54925137903861
NCT00575055,1947,249,87.211093990755
NCT01591122,543,162,70.1657458563536
NCT01795703,496,154,68.95161290322581
NCT02236637,1639,680,58.51128737034777
NCT02619760,526,139,73.57414448669202
NCT02926430,273,80,70.6959706959707
NCT00303459,14820,3974,73.18488529014844
NCT00319696,5956,1669,71.97783747481532
NCT00346151,2843,796,72.00140696447414
NCT00367770,1145,313,72.66375545851528
NCT00391443,7774,1991,74.38898893748392
NCT00419744,9573,2423,74.68923012639716
NCT00433329,1596,412,74.18546365914787
NCT00574288,20348,5610,72.42972282288186
NCT00642278,9105,2815,69.08292147171883
NCT00650806,4673,1289,72.41600684784935
NCT00968812,21276,4890,77.01635645798082
NCT01032629,59171,12923,78.1599094150851
NCT01064414,13218,3369,74.5120290512937
NCT01081834,13776,3747,72.80052264808363
NCT01106625,9096,2345,74.21943711521548
NCT01106677,18035,4676,74.072636540061
NCT01106690,9048,2335,74.19319186560566
NCT01137812,6310,1972,68.74801901743264
NCT01223352,4890,1558,68.13905930470348
NCT01338415,8928,1986,77.75537634408602
NCT01340664,3395,1105,67.45213549337261
NCT01381900,3421,995,70.91493715287928
NCT01615029,19940,5428,72.77833500501505
NCT01809327,9536,2705,71.63380872483222
NCT01985126,7979,1822,77.1650582779797
NCT02025907,2384,750,68.54026845637584
NCT02065791,33874,8424,75.13136919171046
NCT02076009,18546,4286,76.88989539523347
NCT02136134,16022,3682,77.01909873923356
NCT02195479,17989,4638,74.21757740841626
NCT02243202,6241,1507,75.85322864925493
NCT02252172,28519,6399,77.5623268698061
NCT02874742,24427,4886,79.99754370164163
NCT03180736,14027,3715,73.51536322806017
NCT03267576,3308,853,74.21402660217655
NCT03412565,17474,3949,77.40070962572966
NCT03548207,27344,6531,76.11541837331772
NCT03871829,7043,1886,73.22163850631833
NCT00070590,313,76,75.71884984025559
NCT00071097,656,187,71.4939024390244
NCT00071461,562,116,79.35943060498221
NCT00077584,328,77,76.52439024390245
NCT00091715,632,145,77.05696202531645
NCT00313222,271,72,73.43173431734317
NCT00317486,271,72,73.43173431734317
NCT00319033,304,85,72.03947368421052
NCT00319267,294,73,75.17006802721089
NCT01009177,331,67,79.75830815709969
NCT01998971,936,159,83.01282051282051
NCT00210626,3953,1248,68.42904123450543
NCT00264537,15736,3449,78.0821047280122
NCT00264550,14755,3253,77.95323619112165
NCT00265083,12206,2569,78.95297394723906
NCT00265096,9178,2498,72.78274133798213
NCT00299546,14351,3120,78.25935474879799
NCT00487539,7214,2004,72.22068200720821
NCT00679341,5622,1363,75.75595873354678
NCT00679627,10733,3263,69.59843473399795
NCT00915655,1396,343,75.4297994269341
NCT00919854,1454,414,71.52682255845943
NCT00934856,28961,5947,79.46548807016332
NCT00973479,11864,2801,76.39076196898179
NCT01248780,1753,498,71.59155733029093
NCT01248793,1393,416,70.13639626704953
NCT01394991,5869,1945,66.8597716817175
NCT02133001,6459,1381,78.61898126644992
NCT02269917,22855,5413,76.31590461605775
NCT02365597,21347,5290,75.21900032791493
NCT02417064,9302,2610,71.94151795312835
NCT02418585,6018,1674,72.18344965104686
NCT02431247,15982,3402,78.7135527468402
NCT02493868,11998,2773,76.88781463577263
NCT02497287,8011,2085,73.97328673074523
NCT02918318,19340,4680,75.80144777662875
NCT03039192,11009,3591,67.38123353619766
NCT03097133,11608,3755,67.65161957270848
NCT03390504,34209,9357,72.64754889064281
NCT03434041,4905,1320,73.08868501529052
NCT04338321,23044,7035,69.47144592952613
NCT04599855,7415,1827,75.36075522589346
NCT00091910,240,77,67.91666666666667
NCT00211120,306,74,75.81699346405229
NCT00211133,293,76,74.06143344709898
NCT00211146,255,77,69.80392156862744
NCT00216593,283,68,75.97173144876325
NCT00253201,280,79,71.78571428571429
NCT00269997,254,79,68.89763779527559
NCT00270101,311,73,76.52733118971061
NCT00270127,263,76,71.10266159695817
NCT00270166,495,73,85.25252525252525
NCT00270283,315,77,75.55555555555556
NCT00304629,236,76,67.79661016949153
NCT00355524,676,163,75.88757396449704
NCT00645190,228,76,66.66666666666667
NCT00650832,206,69,66.50485436893204
NCT00653952,277,79,71.48014440433214
NCT01152606,2123,430,79.7456429580782
NCT01640080,421,111,73.63420427553444
NCT01876966,369,74,79.94579945799458
NCT00022672,7914,2402,69.6487237806419
NCT00094458,37903,10199,73.09183969606627
NCT00207740,11438,3556,68.91064871481028
NCT00316121,3634,610,83.21408915795267
NCT00336492,3347,903,73.02061547654615
NCT00488631,93231,29342,68.52763565766752
NCT00488774,4090,1269,68.97310513447432
NCT01004432,8488,2545,70.01649387370405
NCT01105247,7711,3150,59.14926728050836
NCT01358721,15702,4235,73.02891351420202
NCT01483599,13649,3750,72.52545974064034
NCT01578707,13592,2697,80.15744555620954
NCT01611090,27368,6189,77.38599824612686
NCT01646021,13255,3285,75.21689928328932
NCT01722487,8767,1827,79.16048819436523
NCT01855750,15185,4012,73.57918999012183
NCT01863771,3243,921,71.60037002775208
NCT01962974,949,288,69.6522655426765
NCT01973387,6363,1426,77.5891874901776
NCT02165397,14039,3639,74.07935038108127
NCT02181673,5931,1743,70.61203844208397
NCT02195869,6035,1285,78.70753935376968
NCT02203032,5746,1473,74.36477549599722
NCT02207244,34818,7959,77.14113389626056
NCT02231749,16726,4105,75.45737175654669
NCT02264574,12166,3106,74.46983396350485
NCT02277444,1727,527,69.48465547191662
NCT02319759,16821,4817,71.36317698115451
NCT02325219,47345,12887,72.78065265603549
NCT02329327,8616,2152,75.02321262766945
NCT02703272,26387,6137,76.74233524083829
NCT02846545,7192,1677,76.68242491657396
NCT02905331,7922,2810,64.52915930320626
NCT02951533,30272,6406,78.83853065539112
NCT03090100,12820,4358,66.00624024960999
NCT03162796,46250,14046,69.63027027027027
NCT03253796,8102,2305,71.55023450999754
NCT03628924,11082,2992,73.00126330987186
NCT00004941,252,79,68.65079365079364
NCT00036374,263,74,71.86311787072243
NCT00096655,265,77,70.94339622641509
NCT00207675,243,75,69.1358024691358
NCT00207766,229,77,66.37554585152839
NCT00236431,266,77,71.05263157894737
NCT00236574,276,77,72.10144927536231
NCT00269867,300,65,78.33333333333333
NCT01551290,387,93,75.96899224806202
NCT01988961,695,239,65.61151079136691
NCT02866838,365,79,78.35616438356165
NCT03796858,1400,301,78.5
NCT00132678,4972,1561,68.60418342719228
NCT00391222,6588,1646,75.01517911353977
NCT00397033,5587,1353,75.78306783604796
NCT00412373,3998,1088,72.7863931965983
NCT00490971,10560,3479,67.05492424242425
NCT00524043,2957,822,72.20155563070679
NCT00540449,8541,2338,72.62615618780002
NCT00543725,7596,2120,72.09057398630858
NCT00566631,3663,1150,68.6049686049686
NCT00589914,4174,1576,62.24245328222329
NCT00590577,5095,1672,67.18351324828264
NCT01081769,11935,3688,69.09928780896523
NCT01157351,6597,1744,73.56374109443686
NCT01193153,7352,2262,69.2328618063112
NCT01299389,23854,6111,74.38165506833235
NCT01529515,5415,1638,69.75069252077563
NCT01606228,2112,749,64.53598484848484
NCT02104817,56243,11401,79.7290329463222
NCT03345342,12876,3729,71.03914259086673
NCT03656510,50057,16155,67.72679145773817
NCT04068792,7710,2690,65.11024643320363
NCT00076115,244,74,69.67213114754098
NCT00077714,207,77,62.80193236714976
NCT00078039,230,77,66.52173913043478
NCT00083668,234,74,68.37606837606837
NCT00085748,221,77,65.15837104072398
NCT00094926,244,74,69.67213114754098
NCT00101634,220,77,65.0
NCT00105326,241,74,69.29460580912863
NCT00111189,786,280,64.3765903307888
NCT00119756,227,77,66.07929515418502
NCT00210548,239,80,66.52719665271967
NCT00210717,275,76,72.36363636363636
NCT00236444,201,74,63.18407960199005
NCT00249145,280,76,72.85714285714286
NCT00299715,261,66,74.71264367816092
NCT00309686,293,74,74.74402730375427
NCT00309699,781,240,69.27016645326505
NCT00334126,201,74,63.18407960199005
NCT00645307,172,77,55.23255813953488
NCT00650793,176,77,56.25
NCT00656097,226,61,73.00884955752213
NCT00668837,200,74,63.0
NCT00708084,218,65,70.18348623853211
NCT01228383,307,60,80.45602605863192
NCT01258920,495,193,61.01010101010101
NCT01281527,1471,596,59.48334466349422
NCT01527305,490,161,67.14285714285714
NCT01559272,810,224,72.34567901234568
NCT02713282,737,259,64.85753052917232
NCT00307684,5508,1493,72.89397240377633
NCT00367237,1201,337,71.94004995836802
NCT00518323,4675,1503,67.85026737967914
NCT00645099,5529,1689,69.45198046663049
NCT00714688,3922,1157,70.49974502804692
NCT00745901,5762,1662,71.15584866365845
NCT00799487,5154,1195,76.81412495149398
NCT00903331,5563,1607,71.11270896998023
NCT00937040,5368,1662,69.0387481371088
NCT01009047,4349,1259,71.0508162796045
NCT01145625,2987,949,68.22899229996652
NCT01156376,25123,9709,61.35413764279744
NCT01190839,13707,2950,78.47814985044138
NCT01226459,2708,848,68.68537666174298
NCT01323192,2820,866,69.29078014184397
NCT01354431,14099,2923,79.26803319384354
NCT01438060,21734,6170,71.61130026686298
NCT01474109,9341,2536,72.85087249759127
NCT01474122,8702,2483,71.46632957940703
NCT01668784,18186,4801,73.60057186847025
NCT01727258,2186,517,76.3494967978042
NCT01743001,6058,1735,71.36018487949818
NCT02021292,4701,1352,71.24016166773028
NCT02034162,3003,819,72.72727272727273
NCT02070991,5735,1823,68.21272885789014
NCT02113579,1850,463,74.97297297297297
NCT03153137,12922,3765,70.86364339885466
NCT03775421,4918,1414,71.24847498983327
NCT00034736,264,74,71.96969696969697
NCT00036387,263,79,69.96197718631178
NCT00051623,284,77,72.88732394366197
NCT00060502,335,77,77.01492537313433
NCT00073437,280,77,72.5
NCT00106834,235,79,66.38297872340425
NCT00207701,277,80,71.11913357400722
NCT00210886,298,77,74.16107382550335
NCT00230529,236,82,65.2542372881356
NCT00236028,253,76,69.96047430830039
NCT00236769,237,74,68.77637130801688
NCT00246220,261,73,72.03065134099617
NCT00269815,225,76,66.22222222222223
NCT00269854,278,68,75.53956834532374
NCT00326300,180,74,58.888888888888886
NCT00326391,180,70,61.111111111111114
NCT00553176,232,80,65.51724137931035
NCT00706082,1011,216,78.63501483679525
NCT01497119,420,125,70.23809523809524
NCT02385058,309,70,77.3462783171521
NCT03359291,318,73,77.04402515723271
NCT04727424,779,117,84.98074454428755
NCT00216476,8157,2092,74.3533161701606
NCT00216671,3540,968,72.65536723163842
NCT00269919,2182,576,73.60219981668195
NCT00299702,3754,1056,71.8700053276505
NCT00576732,5500,1594,71.01818181818182
NCT00992407,6188,1482,76.05042016806723
NCT01050582,2682,871,67.52423564504102
NCT01106014,16839,2885,82.8671536314508
NCT01604343,50707,13967,72.45547951959296
NCT01606761,31379,7144,77.23318142706906
NCT01689532,5800,1601,72.39655172413794
NCT01855074,1293,380,70.61098221191028
NCT01867164,1894,677,64.25554382259767
NCT02471183,2503,669,73.27207351178586
NCT02558231,12029,2832,76.45689583506525
NCT03078907,5301,1461,72.4391624221845
NCT00034762,250,77,69.2
NCT00036114,586,153,73.89078498293516
NCT00041678,267,83,68.91385767790263
NCT00044681,227,74,67.40088105726872
NCT00061802,352,129,63.35227272727273
NCT00086112,199,76,61.80904522613066
NCT00088075,211,74,64.92890995260663
NCT00095134,828,144,82.6086956521739
NCT00210535,274,74,72.99270072992701
NCT00210782,268,74,72.38805970149254
NCT00216632,225,77,65.77777777777777
NCT00236353,209,73,65.07177033492823
NCT00236379,269,71,73.60594795539033
NCT00236457,208,76,63.46153846153846
NCT00236470,201,73,63.681592039801
NCT00237289,257,73,71.59533073929961
NCT00246246,202,73,63.86138613861386
NCT00249132,214,75,64.95327102803738
NCT00249158,279,76,72.75985663082437
NCT00249236,234,77,67.09401709401709
NCT00253149,230,76,66.95652173913044
NCT00253162,230,76,66.95652173913044
NCT00257075,230,77,66.52173913043478
NCT00261508,276,73,73.55072463768116
NCT00266552,226,76,66.3716814159292
NCT00297388,216,76,64.81481481481481
NCT00369239,227,76,66.51982378854626
NCT00378092,387,94,75.71059431524547
NCT00495118,208,76,63.46153846153846
NCT00526877,258,78,69.76744186046511
NCT00821600,249,76,69.47791164658635
NCT01624675,457,139,69.58424507658643
NCT02260557,262,69,73.66412213740458
NCT03896061,184,71,61.41304347826087
NCT00060944,7664,2062,73.09498956158664
NCT00265122,15599,3254,79.13968844156676
NCT00267956,3406,862,74.69172049324722
NCT00307437,31755,6334,80.05353487639742
NCT00320216,7197,1612,77.60177851882729
NCT00454584,13038,2685,79.40635066728026
NCT00771667,21517,6842,68.20188688014129
NCT00786838,3114,815,73.82787411689146
NCT00796120,5221,1571,69.90997893123922
NCT01009086,11387,2661,76.63124615789935
NCT01077362,7688,1921,75.01300728407908
NCT01343277,10606,2276,78.54044880256458
NCT01369329,7828,2579,67.05416453755748
NCT01369342,7116,2536,64.36200112422709
NCT01369355,60974,13416,77.99717912552892
NCT01550744,6390,1804,71.76838810641628
NCT02268214,8059,1600,80.14642015138355
NCT00035230,255,77,69.80392156862744
NCT00035802,309,76,75.40453074433657
NCT00037674,240,77,67.91666666666667
NCT00113815,1210,405,66.52892561983471
NCT00210496,237,74,68.77637130801688
NCT00210665,563,189,66.42984014209591
NCT00210808,243,72,70.37037037037037
NCT00210912,298,77,74.16107382550335
NCT00210925,226,74,67.2566371681416
NCT00212810,259,73,71.81467181467181
NCT00216619,969,360,62.84829721362229
NCT00230698,237,77,67.51054852320675
NCT00231530,290,73,74.82758620689656
NCT00231556,256,80,68.75
NCT00231595,265,74,72.0754716981132
NCT00231608,279,73,73.83512544802868
NCT00231634,266,71,73.30827067669173
NCT00231647,266,74,72.18045112781955
NCT00231660,263,73,72.24334600760456
NCT00231673,269,71,73.60594795539033
NCT00236509,262,74,71.7557251908397
NCT00236561,324,74,77.1604938271605
NCT00236600,282,73,74.11347517730496
NCT00236613,259,74,71.42857142857143
NCT00236626,314,73,76.7515923566879
NCT00236665,249,73,70.68273092369478
NCT00236704,250,77,69.2
NCT00236756,262,74,71.7557251908397
NCT00236847,249,74,70.28112449799197
NCT00236860,252,74,70.63492063492063
NCT00236873,252,74,70.63492063492063
NCT00240721,266,77,71.05263157894737
NCT00054717,22220,5300,76.14761476147615
NCT00089661,3685,1216,67.00135685210311
NCT00168818,11812,2930,75.19471723670843
NCT00207727,6012,1317,78.0938123752495
NCT00224874,6765,2205,67.40576496674058
NCT00312208,10875,3591,66.97931034482758
NCT00409188,13267,2828,78.68395266450592
NCT00420212,14679,3162,78.45902309421622
NCT00452400,12525,2855,77.2055888223553
NCT00467740,12467,2727,78.12625330873506
NCT00473382,40780,7832,80.79450711132908
NCT00561470,15717,4351,72.31659986002418
NCT00621855,15426,4197,72.79268767016725
NCT00657150,7175,1850,74.21602787456446
NCT00747344,2844,891,68.67088607594937
NCT00818753,2247,661,70.58299955496217
NCT00828204,3867,1070,72.32997155417637
NCT00954447,10288,2717,73.59059097978228
NCT00955279,7494,2070,72.37790232185749
NCT01008995,1956,579,70.39877300613497
NCT01090427,13058,3081,76.40526880073519
NCT01136174,5496,1473,73.19868995633188
NCT01177228,8068,2426,69.93058998512643
NCT01263483,4586,1276,72.17618839947667
NCT01286558,4228,1302,69.20529801324503
NCT01416155,2178,611,71.9467401285583
NCT01559116,8635,1846,78.62188766647365
NCT01645280,7159,2174,69.63263025562229
NCT01947855,1222,329,73.07692307692308
NCT02407223,8937,3130,64.97706165379881
NCT02407236,99046,25221,74.53607414736587
NCT02437162,18462,5590,69.721590293576
NCT02438787,12897,4032,68.73691556175855
NCT02698475,4598,1588,65.4632448890822
NCT03517722,9517,2529,73.42649994746243
NCT00047437,1282,199,84.47737909516381
NCT00057499,317,72,77.28706624605678
NCT00152958,460,153,66.73913043478261
NCT00239499,406,97,76.10837438423646
NCT00671398,456,131,71.2719298245614
NCT00672802,441,124,71.88208616780045
NCT00694382,4115,873,78.78493317132443
NCT00756223,246,90,63.41463414634146
NCT01009593,1942,430,77.85787847579815
NCT01313364,185,71,61.62162162162162
NCT02177422,300,96,68.0
NCT02194179,399,115,71.17794486215539
NCT02238314,404,118,70.79207920792079
NCT00085644,14142,4626,67.28892660161222
NCT00408876,32621,10391,68.14628613469851
NCT00566722,5045,1234,75.54013875123886
NCT00707993,8886,2702,69.59261760072023
NCT00754845,3849,1007,73.83736035333852
NCT00762034,16714,3771,77.43807586454469
NCT00824005,2626,610,76.77075399847678
NCT00829933,4517,1419,68.58534425503653
NCT00880087,27012,3736,86.16911002517399
NCT01138657,6241,1800,71.15846819419964
NCT01174446,12447,3652,70.65959668996545
NCT01358877,35288,8560,75.7424620267513
NCT01440101,6271,1885,69.9409982458938
NCT01496469,3563,1338,62.4473758069043
NCT01525615,5497,1160,78.8975804984537
NCT01621178,15394,3355,78.20579446537612
NCT01642602,1485,501,66.26262626262626
NCT01760954,12731,3687,71.03919566412694
NCT01854528,3062,646,78.90267798824298
NCT02054481,5068,1177,76.77584846093133
NCT02079805,2612,795,69.5635528330781
NCT02243280,5746,1382,75.94848590323703
NCT02247401,3370,715,78.78338278931751
NCT02296138,29746,6842,76.99858804545148
NCT02446717,4620,932,79.82683982683983
NCT02586025,8259,1820,77.96343382976147
NCT02614183,8058,1815,77.47580044676099
NCT02692703,1422,324,77.21518987341773
NCT03318523,26924,6105,77.32506314069232
NCT00002968,346,90,73.98843930635839
NCT00042562,441,147,66.66666666666667
NCT00075231,328,81,75.3048780487805
NCT00088478,579,172,70.29360967184802
NCT00119613,324,76,76.54320987654322
NCT00125918,428,75,82.4766355140187
NCT00195780,493,124,74.84787018255578
NCT00235885,303,96,68.31683168316832
NCT00404222,319,82,74.29467084639498
NCT00406926,382,94,75.39267015706807
NCT00407069,295,81,72.54237288135593
NCT00475397,263,93,64.63878326996198
NCT00478660,2169,717,66.9432918395574
NCT00531921,386,79,79.53367875647669
NCT00671125,561,163,70.94474153297682
NCT00671190,419,108,74.22434367541766
NCT00949091,535,170,68.22429906542057
NCT01131871,262,63,75.95419847328245
NCT01452750,1258,535,57.472178060413356
NCT01496443,239,73,69.4560669456067
NCT03597581,576,85,85.24305555555556
NCT00105989,22931,7798,65.99363307313244
NCT00333788,4676,1121,76.02651839178785
NCT00350207,9836,2308,76.53517690117934
NCT00552344,4435,828,81.33032694475762
NCT00601900,14731,2484,83.13760097753038
NCT00672958,6695,2087,68.82748319641523
NCT00735371,3593,1149,68.02115224046757
NCT00797225,10884,2570,76.38735758912165
NCT00814307,29801,8199,72.487500419449
NCT00870467,6929,1711,75.30668206090346
NCT00962780,35795,8863,75.2395585975695
NCT01082640,8966,2825,68.49208119562793
NCT01262365,10973,2094,80.91679577143898
NCT01287741,17490,3534,79.79416809605489
NCT01371708,6111,1749,71.37947962690231
NCT01383499,3132,745,76.21328224776501
NCT01474512,93556,14941,84.02988584377272
NCT01521923,9755,2319,76.22757560225526
NCT01797965,47159,13365,71.65970440424945
NCT01928771,13988,3448,75.35030025736346
NCT02008227,56203,15640,72.17230396953899
NCT02016482,9616,2489,74.11605657237936
NCT02030535,4448,1051,76.37140287769785
NCT02302066,25798,8265,67.96263276222963
NCT02308020,23148,4343,81.23811992396752
NCT02337764,2773,904,67.39992787594663
NCT02441946,8365,2114,74.72803347280335
NCT02489968,7487,1706,77.2138373180179
NCT02514447,51295,11380,77.8146018130422
NCT02681094,5473,1299,76.26530239356843
NCT02892409,3819,1301,65.93349044252422
NCT02932904,11753,3435,70.7734195524547
NCT03337477,3680,1088,70.43478260869566
NCT04342897,3514,926,73.6482640865111
NCT04386616,20247,6811,66.36044846150047
NCT00003857,3723,463,87.5637926403438
NCT00005275,723,70,90.31811894882435
NCT00063206,168,73,56.54761904761905
NCT00078260,375,79,78.93333333333334
NCT00104013,610,137,77.54098360655738
NCT00160550,267,82,69.28838951310861
NCT00292422,305,89,70.81967213114754
NCT00452595,167,78,53.293413173652695
NCT00664716,436,74,83.02752293577981
NCT00961766,310,79,74.51612903225806
NCT01692886,474,127,73.20675105485232
NCT01753804,406,106,73.89162561576354
NCT02255123,300,94,68.66666666666667
NCT03454126,443,86,80.58690744920993
NCT03928262,306,74,75.81699346405229
NCT00131352,9751,2243,76.9972310532253
NCT00251745,4042,1408,65.16575952498764
NCT00255190,8191,2714,66.866072518618
NCT00329238,37862,8378,77.87227299138978
NCT00348283,3705,1198,67.66531713900135
NCT00553631,6007,1192,80.15648410188113
NCT00676715,16523,3040,81.60140410337105
NCT00789035,4995,1353,72.91291291291292
NCT00997984,7083,2274,67.89495976281236
NCT01126580,15844,4762,69.94445847008332
NCT01181128,12336,3240,73.73540856031128
NCT01185288,2738,639,76.6617969320672
NCT01191944,4046,1074,73.45526445872467
NCT01249664,5349,1554,70.9478407178912
NCT01335464,10382,2646,74.5135811982277
NCT01390220,3553,951,73.23388685617788
NCT01405508,2684,701,73.8822652757079
NCT01418339,2484,732,70.53140096618357
NCT01499095,7163,1686,76.46237609939969
NCT01500720,5726,1476,74.22284317149843
NCT01517412,4002,1148,71.31434282858571
NCT01549964,10015,3304,67.00948577134298
NCT01587079,6441,1264,80.37571805620246
NCT01687998,55241,11110,79.88812657265437
NCT01727700,3350,863,74.23880597014926
NCT01864174,4045,1050,74.04202719406675
NCT01874665,11068,2865,74.11456451029997
NCT01904604,7213,1725,76.08484680438097
NCT01970878,15269,2258,85.21186718187177
NCT01999868,7163,2585,63.9117688119503
NCT02107092,2844,680,76.09001406469761
NCT02388737,10611,3598,66.09179153708416
NCT02446899,5936,1484,75.0
NCT02505542,17656,3675,79.18554599003171
NCT02610777,12844,3135,75.59171597633136
NCT02737501,16301,3630,77.73142751978406
NCT02928224,44928,11275,74.90429131054131
NCT02974153,11254,3554,68.42011729162964
NCT03116347,7510,1935,74.23435419440746
NCT03260205,9611,3087,67.88055353241077
NCT03434977,3024,1019,66.30291005291005
NCT04380688,5162,1433,72.23944207671445
NCT05004181,38320,10961,71.39613778705636
NCT00274014,783,201,74.32950191570882
NCT00649545,223,76,65.91928251121077
NCT01375842,624,127,79.6474358974359
NCT02175355,343,101,70.5539358600583
NCT02502890,313,72,76.99680511182109
NCT02551497,239,82,65.69037656903765
NCT02935608,850,197,76.82352941176471
NCT00135668,7773,2059,73.51087096359193
NCT00279305,2975,716,75.9327731092437
NCT00308139,17286,5830,66.27328473909522
NCT00392678,3653,871,76.15658362989323
NCT00396006,1506,442,70.65073041168658
NCT00505375,2300,555,75.8695652173913
NCT00621192,5474,1499,72.6160029229083
NCT00698581,2301,633,72.49022164276401
NCT00803959,3101,898,71.0415994840374
NCT01030861,5126,1419,72.3175965665236
NCT01033942,29856,11821,60.406618435155416
NCT01352845,16917,3896,76.96991192291777
NCT01408303,2693,726,73.04121797252135
NCT01543087,34660,6869,80.18176572417772
NCT01954082,7845,1970,74.88846398980242
NCT01986881,216617,29745,86.26839075418827
NCT01991795,59113,9539,83.863109637474
NCT01994382,64079,14211,77.8226876199691
NCT02141659,20183,4918,75.63295843036218
NCT02177032,20404,7531,63.09057047637718
NCT02235077,4362,1106,74.64465841357176
NCT02305446,711,233,67.22925457102673
NCT02534935,71315,16195,77.29089251910538
NCT02580591,9585,2204,77.00573813249869
NCT02597920,8662,3096,64.25767721080582
NCT02655224,4453,1465,67.1008309005165
NCT02709655,13033,3167,75.70014578377963
NCT02792062,5021,1714,65.86337382991437
NCT03412747,7782,1748,77.53790799280391
NCT03541187,4941,1521,69.2167577413479
NCT03694275,4987,1376,72.40826147984761
NCT03738397,5433,1256,76.88201730167495
NCT03964207,2162,701,67.57631822386679
NCT04195698,8425,2780,67.00296735905044
NCT04541706,1545,369,76.11650485436893
NCT04640194,24019,5659,76.43948540738582
NCT05062759,4524,1297,71.33068081343943
NCT05375760,8040,2267,71.80348258706468
NCT00114569,250,74,70.4
NCT00345930,435,82,81.14942528735632
NCT00393575,377,88,76.657824933687
NCT00867854,466,93,80.04291845493562
NCT00874393,799,116,85.48185231539425
NCT00884260,435,142,67.35632183908046
NCT01017666,203,68,66.50246305418719
NCT01073475,602,106,82.39202657807309
NCT01856634,339,72,78.76106194690266
NCT01969344,1069,89,91.67446211412535
NCT03150771,315,78,75.23809523809524
NCT03289520,446,72,83.85650224215247
NCT00004562,2827,992,64.9097983728334
NCT00183248,4331,1130,73.90902793812053
NCT00246025,5815,1817,68.75322441960446
NCT00316017,4934,1438,70.85528982569923
NCT00329784,8640,2321,73.13657407407408
NCT00489489,5660,1701,69.9469964664311
NCT00495612,1593,367,76.96170747018205
NCT00530920,3602,927,74.26429761243753
NCT00539539,1867,548,70.64809855382967
NCT00553267,4208,1395,66.84885931558935
NCT00558064,2185,765,64.98855835240275
NCT00801398,8537,2603,69.50919526765843
NCT00805194,13906,2937,78.87962030778081
NCT00837434,3864,1191,69.17701863354037
NCT00914966,2510,784,68.76494023904382
NCT00944034,27096,6683,75.33584292884558
NCT00993499,22752,6133,73.04412798874824
NCT01003899,1487,371,75.05043712172159
NCT01088412,32624,9322,71.4259440902403
NCT01148225,15614,3183,79.61444857179454
NCT01421147,13081,4051,69.03141961623729
NCT01423084,3382,865,74.4234180958013
NCT01500694,3617,901,75.0898534697263
NCT01595438,30532,12144,60.22533735097603
NCT01777191,6053,1778,70.62613580042954
NCT01975376,45191,8339,81.54721072779978
NCT02265952,16369,4510,72.44791984849411
NCT02349295,35536,6318,82.22084646555605
NCT02528188,80808,23800,70.54747054747055
NCT02989857,17192,5092,70.38157282456957
NCT03279081,6549,1517,76.8361581920904
NCT03593213,7296,1735,76.21984649122807
NCT03659136,7577,1685,77.76164708987726
NCT04630002,21826,7109,67.42875469623385
NCT05568797,9844,1697,82.7610727346607
NCT00000491,420,109,74.04761904761905
NCT00034866,671,125,81.37108792846497
NCT00047983,354,83,76.55367231638418
NCT00067912,249,101,59.437751004016064
NCT00168779,1321,310,76.5329295987888
NCT00190866,578,171,70.41522491349481
NCT00240448,1182,281,76.22673434856176
NCT00255567,324,80,75.30864197530865
NCT00274040,476,144,69.74789915966386
NCT00274118,683,164,75.9882869692533
NCT00349531,690,234,66.08695652173913
NCT00408109,238,77,67.6470588235294
NCT00730821,255,85,66.66666666666667
NCT00793975,350,91,74.0
NCT02383212,978,189,80.67484662576688
NCT00048542,20243,5476,72.94867361557081
NCT00144170,20468,5090,75.13191323040844
NCT00195715,7851,2040,74.01604891096676
NCT00322452,8614,2729,68.3190155560715
NCT00384930,27218,7905,70.95671981776765
NCT00409682,5341,1409,73.61917243961805
NCT00417079,10440,2781,73.36206896551724
NCT00438815,1454,319,78.060522696011
NCT00457691,11173,2619,76.55956323279334
NCT00529789,3952,924,76.61943319838056
NCT00560859,6785,1838,72.91083271923361
NCT00706628,11191,3115,72.16513269591636
NCT00711009,12760,3542,72.24137931034483
NCT00735709,16450,5221,68.26139817629179
NCT00798707,21279,5607,73.65007754123783
NCT00861705,39517,7644,80.65642634815396
NCT00943670,9226,2767,70.00867114675916
