nct_id,total_cells,empty_cells,completeness_percentage
NCT02173691,372,123,66.93548387096774
NCT02751905,366,119,67.48633879781421
NCT00174967,6283,2216,64.73022441508833
NCT00248651,4655,1514,67.47583243823846
NCT00251719,5688,2099,63.09774964838256
NCT00373256,33977,8246,75.73064131618447
NCT00387088,17592,3922,77.70577535243292
NCT00394329,3122,837,73.19026265214606
NCT00406419,16497,2742,83.3787961447536
NCT00700180,6704,1812,72.97136038186157
NCT00798967,2657,494,81.40760255927738
NCT00856544,55686,14966,73.12430413389362
NCT00928668,3147,683,78.29679059421672
NCT00939341,1903,396,79.1907514450867
NCT00965081,6290,1887,70.0
NCT00991341,19741,3554,81.99685932830151
NCT01006135,8750,3003,65.68
NCT01087762,12628,2203,82.55464048146975
NCT01132690,2892,991,65.73305670816045
NCT01243671,4476,1438,67.87310098302055
NCT01261325,7280,1992,72.63736263736264
NCT01502956,8394,1781,78.78246366452228
NCT01523587,12130,2515,79.26628194558944
NCT01606306,6338,2560,59.60870937204165
NCT01709110,13102,3559,72.83620821248664
NCT01904383,4190,1084,74.12887828162292
NCT01967173,8518,2390,71.94177036863114
NCT02200614,33775,6877,79.63878608438193
NCT02466386,2493,724,70.95868431608504
NCT02946931,3043,653,78.54091357213277
NCT02985398,3918,1374,64.93108728943338
NCT03014479,6751,2017,70.12294474892609
NCT03352557,30577,6807,77.73816921215293
NCT03730662,23307,4179,82.06976444844896
NCT03899259,6656,1621,75.64603365384616
NCT04233918,7024,1339,80.9367881548975
NCT04604184,4237,1121,73.54260089686099
NCT00055523,613,121,80.2610114192496
NCT00107562,246,68,72.35772357723577
NCT00341705,827,141,82.95042321644499
NCT00438022,312,80,74.35897435897436
NCT00468442,364,65,82.14285714285714
NCT00483470,281,79,71.88612099644128
NCT00806923,1780,529,70.28089887640449
NCT00951977,390,102,73.84615384615384
NCT01031160,277,74,73.28519855595668
NCT01323803,272,68,75.0
NCT01420458,169,70,58.57988165680474
NCT01714440,345,99,71.30434782608695
NCT02019225,307,69,77.52442996742671
NCT02215408,450,76,83.11111111111111
NCT04626076,356,74,79.21348314606742
NCT00000620,5259,1260,76.04107244723332
NCT00097695,2703,683,74.73177950425453
NCT00119067,24025,4427,81.57336108220603
NCT00255151,5041,1764,65.00694306685182
NCT00286494,12962,2960,77.16401789847245
NCT00318708,1768,452,74.43438914027149
NCT00424593,11264,3556,68.43039772727273
NCT00485589,32344,4245,86.87546376453129
NCT00527423,3746,1017,72.85104111051788
NCT00607724,41718,10480,74.87894913466609
NCT00739661,2685,571,78.73370577281192
NCT00962104,4587,1454,68.3017222585568
NCT01047306,6344,1882,70.33417402269862
NCT01117051,2441,931,61.859893486276114
NCT01194570,27591,4044,85.34304664564532
NCT01255787,9291,2963,68.10892261328166
NCT01712178,2318,610,73.6842105263158
NCT01736176,7793,2240,71.25625561401257
NCT01931475,17841,3876,78.27476038338658
NCT01959347,24922,5327,78.6253109702271
NCT02029443,106399,22051,79.27518115771765
NCT02252354,4442,1278,71.22917604682576
NCT02430532,1923,502,73.89495579823193
NCT02533453,1210,309,74.46280991735537
NCT02718898,8654,2065,76.13820198752022
NCT02771093,12745,2721,78.6504511573166
NCT02959190,59346,8699,85.34189330367674
NCT02973087,8120,2089,74.27339901477832
NCT03334435,50150,8777,82.49850448654038
NCT03570749,10122,2258,77.69215570045445
NCT03642067,9843,2210,77.54749568221071
NCT00000476,293,82,72.0136518771331
NCT00000505,681,106,84.43465491923642
NCT00000565,293,92,68.60068259385666
NCT00005131,345,76,77.97101449275362
NCT00005132,425,75,82.3529411764706
NCT00005300,176,72,59.09090909090909
NCT00005306,206,71,65.53398058252426
NCT00036309,215,83,61.395348837209305
NCT00103649,1306,203,84.45635528330781
NCT00349310,462,115,75.10822510822511
NCT00466804,345,80,76.81159420289855
NCT01049139,310,74,76.12903225806451
NCT01383941,361,74,79.50138504155125
NCT01433419,491,226,53.97148676171079
NCT01433484,343,79,76.96793002915452
NCT01518478,254,68,73.22834645669292
NCT01585792,229,93,59.38864628820961
NCT02097524,432,132,69.44444444444444
NCT02411630,476,84,82.3529411764706
NCT00312728,1864,513,72.47854077253218
NCT00358956,2151,630,70.7112970711297
NCT00377572,4448,1219,72.59442446043165
NCT00391274,5964,2076,65.19114688128772
NCT00408421,12841,3380,73.678062456195
NCT00457392,32302,7924,75.46901120673643
NCT00460265,12193,2654,78.2334126137948
NCT00467779,88729,22460,74.68696818402101
NCT00495157,1625,533,67.2
NCT00735787,7687,2501,67.4645505398725
NCT00800202,3850,970,74.8051948051948
NCT00803361,5088,1454,71.42295597484276
NCT00833417,3298,753,77.16798059429958
NCT00877929,7131,2428,65.95147945589679
NCT01084655,11725,2960,74.7547974413646
NCT01134393,2766,989,64.24439624005784
NCT01227629,41819,10962,73.78703460149693
NCT01349036,7033,1794,74.4916820702403
NCT01383928,17683,4439,74.89679353050953
NCT02132767,4200,1425,66.07142857142857
NCT02188784,3441,943,72.59517582098228
NCT02193074,9248,2565,72.26427335640139
NCT02247479,20100,4223,78.99004975124379
NCT02561806,8335,2099,74.81703659268146
NCT02569801,4137,992,76.02127145274353
NCT02596958,2031,588,71.04874446085672
NCT02791191,25041,4288,82.87608322351343
NCT02880956,54450,14772,72.87052341597796
NCT03116113,79296,17193,78.31794794188862
NCT04331899,3187,1194,62.53529965484782
NCT04401579,17684,4045,77.12621578828319
NCT04516746,30914,4993,83.84874167044057
NCT04676763,7884,2132,72.95788939624556
NCT00067119,459,71,84.53159041394335
NCT00071695,258,102,60.46511627906977
NCT00247390,761,270,64.5203679369251
NCT00275210,513,139,72.90448343079922
NCT00277264,1164,196,83.16151202749141
NCT00671255,1342,435,67.58569299552906
NCT00805454,191,71,62.82722513089005
NCT00832208,259,78,69.88416988416988
NCT00956436,559,98,82.46869409660107
NCT01156246,264,69,73.86363636363636
NCT01212328,526,91,82.69961977186311
NCT01263587,598,114,80.93645484949833
NCT01364012,559,121,78.35420393559929
NCT01672164,310,97,68.70967741935483
NCT02172521,250,86,65.6
NCT03085329,312,68,78.2051282051282
NCT03440034,251,64,74.5019920318725
NCT00044213,2761,709,74.3208982252807
NCT00063154,1689,498,70.51509769094139
NCT00129259,4748,861,81.86604886267902
NCT00367835,3112,1026,67.03084832904884
NCT00703326,15969,3010,81.15098002379611
NCT00878644,22467,4432,80.27328971380247
NCT00930553,13424,2997,77.67431466030989
NCT00932698,66380,14393,78.31726423621572
NCT00949910,14475,3556,75.433506044905
NCT00964795,4597,1629,64.56384598651294
NCT01104701,10318,3184,69.1413064547393
NCT01169259,10985,3168,71.16067364588075
NCT01286753,7409,1481,80.01079767849912
NCT01378975,6684,1485,77.78276481149013
NCT01456130,1756,508,71.07061503416857
NCT01517984,4144,1254,69.73938223938224
NCT01644734,2736,912,66.66666666666667
NCT01652729,4501,1452,67.74050211064208
NCT01778634,4848,1595,67.09983498349835
NCT01779375,2436,688,71.75697865353038
NCT01950364,17482,4913,71.8968081455211
NCT02431754,4639,1433,69.1097219228282
NCT02836496,5763,1376,76.12354676383828
NCT03264066,36314,5554,84.70562317563474
NCT03292588,4905,1441,70.62181447502549
NCT03313180,6121,1272,79.21908184937102
NCT03434379,26989,4406,83.6748304864945
NCT04184622,22068,4260,80.69603045133225
NCT05782231,3490,1010,71.06017191977077
NCT00000478,509,93,81.72888015717092
NCT00000530,299,82,72.5752508361204
NCT00000551,214,82,61.6822429906542
NCT00000558,277,74,73.28519855595668
NCT00003299,600,113,81.16666666666667
NCT00042068,1734,335,80.6805074971165
NCT00066313,466,120,74.2489270386266
NCT00146341,298,89,70.13422818791946
NCT00191399,329,113,65.65349544072949
NCT00228163,411,114,72.26277372262774
NCT00237081,203,77,62.06896551724138
NCT00645905,253,77,69.56521739130434
NCT00797420,328,67,79.57317073170732
NCT01369407,492,93,81.09756097560975
NCT01429311,353,83,76.48725212464589
NCT01433406,851,388,54.406580493537014
NCT01606891,268,63,76.49253731343283
NCT02172300,332,112,66.26506024096386
NCT03764488,239,66,72.38493723849372
NCT04358211,209,71,66.02870813397129
NCT05776771,253,71,71.93675889328063
NCT00041119,29217,6748,76.90385734332752
NCT00603993,6082,2132,64.94574153239066
NCT00626392,3120,978,68.65384615384616
NCT00655486,1403,345,75.40983606557377
NCT00699699,2520,833,66.94444444444444
NCT00705783,7812,1759,77.48335893497183
NCT00881530,17410,5292,69.60367604824813
NCT00920816,27767,7160,74.21399503007167
NCT01114880,4867,1336,72.54982535442778
NCT01192776,5829,1753,69.92623091439354
NCT01235338,4502,1367,69.63571745890715
NCT01412333,21783,3123,85.66313180002754
NCT01452347,3066,762,75.14677103718199
NCT01469000,17065,3604,78.88075007324935
NCT01499043,4511,1773,60.69607625803591
NCT01606319,2925,924,68.41025641025641
NCT01647542,5502,1644,70.11995637949836
NCT01648582,30033,8595,71.38148037159125
NCT01671007,29321,6346,78.35680911292248
NCT01998633,3252,1027,68.41943419434195
NCT02283268,6065,1881,68.98598516075845
NCT02317016,4123,763,81.49405772495756
NCT02684357,8737,1917,78.0588302621037
NCT02774278,1934,463,76.05997931747673
NCT03311724,6183,1608,73.99320718098011
NCT03564444,3375,1128,66.57777777777778
NCT03573323,7004,1396,80.06853226727584
NCT03888755,1795,476,73.48189415041783
NCT04278586,4347,1615,62.84794110881067
NCT04311177,2559,723,71.74677608440797
NCT04340557,2537,884,65.15569570358691
NCT04341441,4161,1199,71.18481134342706
NCT00000560,287,80,72.12543554006969
NCT00000566,333,87,73.87387387387388
NCT00051298,454,137,69.8237885462555
NCT00076934,308,71,76.94805194805195
NCT00088491,400,114,71.5
NCT00144248,333,95,71.47147147147147
NCT00157235,423,116,72.57683215130024
NCT00190996,271,95,64.94464944649447
NCT00234858,351,76,78.34757834757835
NCT00337220,298,72,75.83892617449665
NCT00670501,561,136,75.75757575757575
NCT00722488,295,74,74.91525423728814
NCT00970580,467,75,83.94004282655246
NCT01435187,381,77,79.79002624671917
NCT02274818,268,77,71.26865671641791
NCT02689531,418,115,72.48803827751196
NCT04173819,421,88,79.09738717339667
NCT04327206,886,130,85.3273137697517
NCT00014911,4408,734,83.34845735027223
NCT00313144,8151,2358,71.07103422892897
NCT00720798,18018,5251,70.85692085692085
NCT00721123,10206,2701,73.53517538702724
NCT00810199,12580,3835,69.51510333863276
NCT00863304,27731,7858,71.66348130251343
NCT01084096,2679,996,62.82194848824188
NCT01149369,15877,4397,72.30585123134094
NCT01272180,8739,2450,71.96475569287104
NCT01458951,5689,1249,78.04535067674459
NCT01566721,34043,6931,79.64045471903181
NCT01571453,2197,601,72.64451524806555
NCT01658579,3907,1186,69.64422830816483
NCT02013206,4483,1125,74.90519741244702
NCT02090413,22937,6322,72.43754632253564
NCT02196714,7268,1412,80.5723720418272
NCT02528357,132259,24588,81.40920466660114
NCT02532179,1468,448,69.48228882833787
NCT02834390,9816,3323,66.14710676446617
NCT03250182,1886,447,76.29904559915164
NCT03285646,4169,1154,72.31950107939554
NCT03329209,935,290,68.98395721925134
NCT03447314,64577,15813,75.512953528346
NCT03559257,5741,1367,76.18881727921965
NCT03663569,5301,1437,72.89190718732314
NCT03706456,2461,583,76.31044290938642
NCT04440163,22883,5175,77.38495826596163
NCT04889209,65353,12877,80.2962373571221
NCT00000487,902,95,89.46784922394679
NCT00000488,438,95,78.31050228310502
NCT00000489,630,84,86.66666666666667
NCT00000516,450,80,82.22222222222223
NCT00000531,522,87,83.33333333333333
NCT00004392,290,79,72.75862068965517
NCT00005129,2886,125,95.66874566874567
NCT00051350,280,60,78.57142857142857
NCT00054925,324,67,79.32098765432099
NCT00142740,331,78,76.43504531722054
NCT00902382,407,91,77.64127764127764
NCT01033812,225,78,65.33333333333333
NCT01481454,346,95,72.54335260115607
NCT02107872,267,77,71.16104868913858
NCT02149537,313,69,77.95527156549521
NCT02201849,300,73,75.66666666666667
NCT02993861,380,92,75.78947368421052
NCT03086226,384,73,80.98958333333333
NCT04340466,315,77,75.55555555555556
NCT04378777,504,95,81.15079365079364
NCT04400838,998,139,86.07214428857715
NCT04528823,338,78,76.92307692307692
NCT00006400,3974,1020,74.33316557624559
NCT00077974,7319,2289,68.72523568793551
NCT00235872,10253,3214,68.65307714815177
NCT00254540,6189,1716,72.27338826951042
NCT00283686,11184,2570,77.02074391988555
NCT00530348,7347,1588,78.38573567442494
NCT00577460,12349,3530,71.41468944853834
NCT00603304,6859,1353,80.27409243329932
NCT00619866,9733,2342,75.93753210726395
NCT00621582,900,315,65.0
NCT00630825,11988,3794,68.35168501835169
NCT00751881,29312,6186,78.8960152838428
NCT00824291,8400,2603,69.01190476190476
NCT00830869,70028,16959,75.78254412520705
NCT00836693,6029,1619,73.14645878255101
NCT01147926,3861,1238,67.93576793576794
NCT01181167,2250,694,69.15555555555555
NCT01183689,7044,1820,74.16240772288472
NCT01193244,24822,6492,73.84578196760938
NCT01217229,3354,1192,64.4603458556947
NCT01473589,15071,3462,77.02873067480591
NCT01619085,53474,10147,81.02442308411564
NCT01830816,7908,1670,78.88214466363176
NCT01911845,2345,596,74.58422174840085
NCT01913405,6349,1476,76.75224444794456
NCT02640482,1734,387,77.68166089965398
NCT02718326,14721,2510,82.94952788533388
NCT02808819,8720,1965,77.46559633027523
NCT03653026,9442,2172,76.99639906799406
NCT03745820,5790,1606,72.26252158894646
NCT04366349,6033,1813,69.94861594563235
NCT00000603,360,82,77.22222222222223
NCT00000611,1438,85,94.08901251738526
NCT00005130,371,74,80.05390835579514
NCT00005278,474,70,85.23206751054852
NCT00005292,253,71,71.93675889328063
NCT00005487,668,68,89.82035928143712
NCT00073411,329,111,66.26139817629179
NCT00091650,615,199,67.64227642276423
NCT00114881,408,78,80.88235294117646
NCT00255892,213,73,65.72769953051643
NCT00271037,350,84,76.0
NCT00272441,220,86,60.90909090909091
NCT00274053,477,127,73.37526205450733
NCT00975754,241,73,69.70954356846472
NCT01500408,261,67,74.32950191570882
NCT02831517,362,108,70.1657458563536
NCT04288895,432,91,78.93518518518519
NCT04664309,233,63,72.96137339055794
NCT04739410,280,56,80.0
NCT00017953,4258,1177,72.35791451385627
NCT00023595,39101,12417,68.24377893148512
NCT00038727,2952,793,73.13685636856368
NCT00306384,25087,5887,76.53366285327061
NCT00520936,7539,2868,61.95781933943494
NCT00619489,4145,1334,67.81664656212304
NCT00660010,3419,947,72.30184264404797
NCT00681863,3314,874,73.6270368135184
NCT00688662,1245,343,72.44979919678715
NCT00699374,12696,3057,75.92155009451795
NCT00826267,4958,1258,74.6268656716418
NCT01059864,11139,3008,72.9957805907173
NCT01085812,2955,657,77.76649746192894
NCT01179672,13326,3649,72.61743959177548
NCT01227668,3161,953,69.85131287567225
NCT01248065,2766,883,68.0766449746927
NCT01594125,11123,2843,74.44034882675537
NCT01685840,7128,2036,71.43658810325476
NCT01752855,1834,490,73.2824427480916
NCT02293863,11890,3426,71.18587047939445
NCT02365285,2624,904,65.54878048780488
NCT02682381,10128,2245,77.83372827804108
NCT02875834,9194,2774,69.82814879269088
NCT03325894,6930,1966,71.63059163059162
NCT03843125,19842,4524,77.19987904445117
NCT04426695,102137,22777,77.69956039437227
NCT04562090,4768,1073,77.49580536912751
NCT00000485,590,90,84.7457627118644
NCT00000526,543,81,85.0828729281768
NCT00000550,285,73,74.3859649122807
NCT00000568,526,83,84.22053231939164
NCT00004560,284,77,72.88732394366197
NCT00005541,228,73,67.98245614035088
NCT00035061,477,151,68.34381551362684
NCT00144196,568,163,71.30281690140845
NCT00195767,272,96,64.70588235294117
NCT00308802,403,80,80.14888337468983
NCT00434850,611,114,81.34206219312603
NCT00479726,249,96,61.44578313253012
NCT00608283,339,81,76.10619469026548
NCT00686049,393,90,77.09923664122137
NCT01153932,424,96,77.35849056603773
NCT01370746,325,87,73.23076923076923
NCT02123927,386,89,76.94300518134715
NCT02272465,345,85,75.3623188405797
NCT02349802,244,71,70.90163934426229
NCT03108625,593,167,71.83811129848229
NCT04345692,282,62,78.01418439716312
NCT04353206,372,63,83.06451612903226
NCT04504812,626,85,86.42172523961662
NCT00052910,18123,3863,78.68454450146223
NCT00069641,11918,2473,79.24987413995638
NCT00102063,4076,1175,71.17271835132483
NCT00283712,6837,1749,74.4186046511628
NCT00289211,2699,730,72.95294553538348
NCT00478647,1856,440,76.29310344827586
NCT00558571,7808,1883,75.88370901639344
NCT00700427,13580,3747,72.40795287187039
NCT00708214,9524,2388,74.9265014699706
NCT00734474,54885,17273,68.528741914913
NCT00975195,16648,4278,74.30321960595867
NCT00979121,5037,1435,71.5108199324995
NCT01134783,2553,863,66.19663141402272
NCT01178333,4934,1584,67.89623023915686
NCT01226511,8015,1898,76.31940112289458
NCT01462292,16752,4828,71.1795606494747
NCT01505881,1893,544,71.26254622292657
NCT01525602,51588,14499,71.89462665736218
NCT01545232,3792,1179,68.90822784810126
NCT01650805,8413,2126,74.72958516581481
NCT01911065,1682,643,61.77170035671819
NCT01967784,1606,527,67.18555417185554
NCT02258074,5515,1807,67.2348141432457
NCT02741596,4867,1145,76.474214094925
NCT02743117,1731,501,71.05719237435008
NCT02968914,5577,1714,69.26663080509235
NCT03987919,13825,2866,79.26943942133815
NCT04341727,4162,1156,72.22489187890437
NCT04395001,2331,730,68.68296868296868
NCT00000542,801,78,90.2621722846442
NCT00000554,444,84,81.08108108108108
NCT00000589,268,84,68.65671641791045
NCT00005123,1370,85,93.7956204379562
NCT00005273,352,78,77.8409090909091
NCT00102713,351,115,67.23646723646723
NCT00119834,218,65,70.18348623853211
NCT00132743,609,99,83.74384236453201
NCT00407979,266,78,70.67669172932331
NCT00647920,280,77,72.5
NCT00965068,317,79,75.0788643533123
NCT01052506,228,74,67.54385964912281
NCT01158742,402,86,78.60696517412936
NCT01203332,375,86,77.06666666666666
NCT01412385,420,90,78.57142857142857
NCT02134847,313,70,77.63578274760384
NCT02184689,175,71,59.42857142857143
NCT02438592,495,148,70.1010101010101
NCT04444674,460,65,85.8695652173913
NCT04463264,397,68,82.87153652392946
NCT06047821,680,153,77.5
NCT00073307,20102,4310,78.55934732862401
NCT00090584,2761,722,73.85005432814198
NCT00174941,8163,2633,67.74470170280534
NCT00431067,1508,394,73.87267904509284
NCT00461097,7340,1488,79.7275204359673
NCT00672984,5258,1764,66.45112209965767
NCT00701805,13515,3435,74.58379578246392
NCT00730925,1968,491,75.05081300813008
NCT00734539,4644,1562,66.36520241171404
NCT00752219,3059,847,72.31121281464532
NCT00829985,2704,685,74.6671597633136
NCT01012037,4550,1259,72.32967032967034
NCT01107457,18445,4519,75.5001355380862
NCT01207440,73803,14617,80.19457203636709
NCT01554618,7970,2284,71.34253450439147
